,system_id,n_points,total_length,min_elevation,max_elevation,mean_elevation,mean_diff,rmse
33,4705000003,1203,30487.152,325.10547,331.61328,326.71545,-0.5123159885406494,0.9966930150985718
34,5205000721,712,65796.055,7.168626,9.064822,8.203898,-0.07904503494501114,0.10090839117765427
35,4705000154,119,7099.5317,444.9709,447.61734,447.0372,-0.07179760187864304,0.14067712426185608
36,5705000037,27,1141.7358,465.36664,467.75336,466.23157,-0.5752631425857544,0.6215267777442932
37,5005000026,379,32629.46,18.371,25.3159,21.989141,-14.31965446472168,14.340925216674805
38,6005000545,167,2612.3345,260.30893,271.8243,262.15253,0.11601156741380692,0.39652347564697266
39,4705000094,162,12386.74,3.9878018e-05,421.13092,391.08347,-0.048646289855241776,0.06124582886695862
40,4905000019,48,3412.3374,228.3611,229.93869,229.08684,0.052758533507585526,0.0638100653886795
41,5205000181,126,3788.9778,2.5417347,5.498829,3.7426944,-0.09873317927122116,0.13431690633296967
42,2205000008,2036,33023.53,1515.7902,1539.7947,1526.3301,-0.03147932514548302,0.0864219069480896
43,4305000041,91,2605.4397,0.000100000005,66.1263,28.141548,-11.168907165527344,31.447168350219727
44,3405000073,82,17368.225,8.401813,13.615722,12.0166645,,
45,5705000001,23,433.40768,363.6587,366.1587,364.18613,0.07852835953235626,0.0936746820807457
46,4705000056,461,10967.735,373.3443,376.1363,375.0276,0.21980968117713928,0.30305546522140503
47,3005000006,2228,57430.047,129.75072,135.15631,132.29794,17.12153434753418,19.21843147277832
48,5105510001,1724,43920.8,137.20268,145.59077,138.07675,0.0761726126074791,0.09992634505033493
49,4305000019,56,1900.9532,247.22325,256.7025,253.25085,-0.1853351593017578,0.3156694173812866
50,4905000077,10,843.4,310.1315,312.5771,310.76773,-0.0032897950150072575,0.0429985374212265
51,5205000481,64,3148.1704,14.364912,15.015011,14.762106,-0.07225406169891357,0.1016969084739685
52,3805010092,1099,36074.8,26.038456,61.64598,41.263065,-2.9600443840026855,3.0442259311676025
53,3905000026,11,509.9577,298.9917,299.8511,299.23157,-0.12794078886508942,0.16197888553142548
54,5005000015,10,612.6972,14.0971,15.127,14.475,-10.048434257507324,10.051465034484863
55,5605110001,179,19108.336,150.70805,156.84215,151.8892,-0.03186284378170967,0.05227451026439667
56,4705000150,166,9067.644,348.76004,351.69284,350.31927,-0.17149536311626434,0.18120142817497253
57,5605890001,11915,221925.7,130.54492,138.28928,133.5088,-0.046792566776275635,0.07781622558832169
58,4705000122,248,6575.025,307.53864,309.24374,308.25543,-0.7946421504020691,2.1382219791412354
59,3405000032,1218,55098.91,6.1672926,9.880093,7.5731597,0.04164953902363777,0.10588783770799637
60,5105260008,1846,24050.164,140.04947,151.75493,145.14153,-0.07263071835041046,0.10642682760953903
61,5205020051,293,7046.3877,1585.1742,1591.9141,1590.3425,-0.10629142820835114,0.1278090476989746
62,4705000007,855,21505.027,322.7902,324.8912,323.3362,-0.021740183234214783,0.0934804305434227
63,3805030009,110,2043.0386,175.72838,178.48738,177.57841,-0.08609716594219208,0.12658411264419556
64,5005900701,22,969.84125,2.897124,3.3610299,3.106993,0.33874499797821045,0.36057665944099426
65,3805010050,573,20459.219,238.03122,259.3848,249.31087,0.0315869003534317,0.30073457956314087
66,2105000002,184,4485.752,309.11914,318.04285,314.75003,-1.3555606603622437,1.7613595724105835
67,4905000023,35,2349.7095,228.82108,229.709,229.23772,0.08388802409172058,0.09079785645008087
68,5305000024,2806,45006.31,11.2501,70.488495,34.016724,-9.636449813842773,9.677084922790527
69,2305290002,10,867.1862,24.9583,28.9901,27.45582,-19.259687423706055,19.290813446044922
70,5005000032,26,1281.3369,14.106,19.0551,15.549734,-10.916203498840332,10.952352523803711
71,2205000058,182,2753.482,1556.5438,1558.7908,1557.1251,-0.007964082062244415,0.05971277132630348
72,4105000005,552,13968.858,33.732582,34.70139,34.238148,-0.10310424119234085,0.1067172959446907
73,3705000025,787,53731.11,93.92992,101.35761,96.22574,0.04747866466641426,0.1262168139219284
74,5805000048,268,7917.6987,328.02222,328.63922,328.25238,-0.0639394149184227,0.08454041928052902
75,5305000046,241,5185.018,2.4418442,5.642397,4.3682947,-0.1351134479045868,0.15364950895309448
76,5505000008,2008,9280.506,4.386651,17.03192,10.457325,-0.0856383740901947,0.23263585567474365
77,5505000018,421,15102.288,48.471127,54.61559,51.18825,,
78,4705000016,467,11644.741,324.49802,332.08908,326.14032,-0.05412330850958824,0.10380801558494568
79,4705000064,526,12807.561,323.3742,328.2638,325.7163,-0.05070263519883156,0.06621495634317398
80,5605080001,2019,105455.22,126.24246,135.02122,127.67694,-0.0352046862244606,0.0544433668255806
81,3405000130,802,36575.445,4.2001,21.1601,12.796987,-8.354945182800293,8.617999076843262
82,4705000059,483,32598.85,3.9878018e-05,572.796,563.23926,-0.0431009940803051,0.06609708070755005
83,4305000003,51,1745.336,0.00013987781,52.545235,45.82364,5.159958839416504,17.448034286499023
84,3405000098,32,1890.0742,49.47489,52.342907,50.50618,0.18815410137176514,0.20410773158073425
85,4705000153,79,4359.813,759.8326,762.8839,761.5461,-0.6223090291023254,1.0618964433670044
86,5005000020,19,1309.9862,11.3918,15.2517,12.906369,-9.27606201171875,9.316104888916016
87,5705000098,762,19139.342,293.32428,295.49142,294.77182,-0.5264853239059448,0.7470089793205261
88,5705000043,146,5464.931,264.2226,267.95218,266.299,-0.081296406686306,0.09254559874534607
89,4705000014,440,11305.873,324.6678,327.322,325.58133,-1.179452896118164,2.1078174114227295
90,5105620001,235,5972.282,185.3754,186.64174,185.97154,-0.10073629766702652,0.11446189880371094
91,5805000007,61,1482.6127,382.9751,383.62738,383.31055,-0.4637281000614166,0.4929349720478058
92,4705000022,242,6151.6094,3.9878018e-05,363.81323,355.30472,11.738749504089355,64.8780746459961
93,3405000028,225,5235.0347,8.526383,11.191952,8.779294,-0.1538805067539215,0.15867289900779724
94,4305000047,68,2933.9631,0.000100000005,252.4238,92.37428,-17.832399368286133,120.9400405883789
95,4905000075,21,1305.673,426.86295,427.8413,427.50623,-0.0479445680975914,0.06561867892742157
96,5205000711,1574,126107.4,3.3278801,24.634268,12.859003,-6.844718933105469,6.850899696350098
97,3005000001,546,14065.706,126.39209,126.89723,126.660355,-0.04473886638879776,0.054819751530885696
98,3405000090,1810,40319.598,5.3488,13.8702,9.581239,-8.433509826660156,8.437467575073242
99,3805010080,59,3391.5193,606.0566,695.43744,647.0435,-0.015953969210386276,1.4119536876678467
100,2305010002,63,4827.559,300.1628,304.02872,301.55844,0.111304871737957,0.15585646033287048
101,6005000670,333,6581.713,375.79156,388.44324,381.4815,-0.062307294458150864,0.6103110313415527
102,3705000010,63,6303.4233,106.41449,108.94619,107.09691,0.08282826840877533,0.08633503317832947
103,5305000045,61,1518.7994,15.4734,19.9613,17.454384,-12.134787559509277,12.160384178161621
104,5205000047,35,2326.3372,26.501488,27.866686,27.21103,-2.6833813190460205,2.760735511779785
105,2305070001,54,4471.852,368.04767,368.71796,368.40005,,
106,6005000013,118,5784.8394,114.7133,118.850395,115.43925,-0.02586500719189644,0.34223735332489014
107,3405000052,1280,56543.566,5.0139904,5.946678,5.3314757,-0.11206358671188354,0.12313629686832428
108,3005000008,392,9931.712,168.33688,170.65887,169.35901,-3.1198813915252686,3.7524545192718506
109,5705000020,85,3225.909,354.8841,358.65375,356.03436,0.4269459545612335,0.46358561515808105
110,5205000276,151,7021.057,405.53687,407.16022,406.07196,-0.1189168319106102,0.15448132157325745
111,3805010030,170,6080.102,170.36787,185.18134,177.702,0.06419561803340912,0.07558587193489075
